id,first_name,last_name,gender,Grade,absence_days,tardy_days,math_grade,science_grade,english_grade,it_grade,math_pass,science_pass,english_pass,it_pass,avg_grade,attendance_rate,tardy_rate,total_attendance_issues,attendance_situation,pass_status,attendance_category,grade_level_group,at_risk,needs_intervention,failed_subjects,best_subject,worst_subject,grade_variance,performance_tier,honor_roll
418,Peri,Towsie,Female,2,3,16,69,91,85,92,1,1,1,1,84.25,98.33,8.89,19,Acceptable,Pass,Moderate,Elementary (1-5),0,0,0,It,Math,10.63,Good,0
419,Reina,Mattingley,Female,2,20,49,55,68,50,52,1,1,1,1,56.25,88.89,27.22,69,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,English,8.1,Passing,0
420,Dominick,Fidgin,Male,11,11,35,73,18,36,80,1,0,0,1,51.75,93.89,19.44,46,Excessive Absence,Pass,Exessive,High (9-12),0,1,2,It,Science,29.65,Passing,0
421,Uta,Dyton,Female,4,29,3,50,69,96,93,1,1,1,1,77.0,83.89,1.67,32,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,21.68,Satisfactory,0
422,Lanae,Rangall,Female,12,20,47,58,97,27,60,1,1,0,1,60.5,88.89,26.11,67,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Science,English,28.64,Needs Improvement,0
423,Dix,Axon,Female,7,0,39,74,50,62,47,1,1,1,0,58.25,100.0,21.67,39,Excessive Tardiness,Pass,Exessive,Middle (6-8),0,1,1,Math,It,12.34,Passing,0
424,Garry,Phythian,Male,7,14,2,11,29,39,10,0,0,0,0,22.25,92.22,1.11,16,Excessive Absence,Fail,Moderate,Middle (6-8),0,1,4,English,It,14.17,Failing,0
425,Nataniel,Bollon,Male,1,6,38,65,66,58,97,1,1,1,1,71.5,96.67,21.11,44,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,It,English,17.37,Satisfactory,0
426,Lilias,Emor,Female,6,26,39,87,50,50,50,1,1,1,1,59.25,85.56,21.67,65,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Math,Science,18.5,Passing,0
427,Abdul,Dudden,Male,9,25,50,88,96,37,94,1,1,0,1,78.75,86.11,27.78,75,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Science,English,28.04,Satisfactory,0
428,Hunt,Yedall,Male,6,29,29,72,86,68,50,1,1,1,1,69.0,83.89,16.11,58,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Science,It,14.83,Needs Improvement,0
429,Cortney,Geistmann,Female,9,9,10,61,93,19,21,1,1,0,0,48.5,95.0,5.56,19,Acceptable,Fail,Moderate,High (9-12),0,0,2,Science,English,35.42,Failing,0
430,Karilynn,Pudge,Female,12,28,37,89,80,65,0,1,1,1,0,58.5,84.44,20.56,65,Excessive Absence,Pass,Exessive,High (9-12),1,1,1,Math,It,40.24,Passing,0
431,Lionel,Origin,Male,2,18,0,62,50,64,50,1,1,1,1,56.5,90.0,0.0,18,Excessive Absence,Pass,Moderate,Elementary (1-5),0,1,0,English,Science,7.55,Passing,0
432,Bill,Fidal,Female,6,21,31,50,92,66,84,1,1,1,1,73.0,88.33,17.22,52,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Science,Math,18.8,Satisfactory,0
433,Jannelle,Calcraft,Female,2,28,30,61,62,89,50,1,1,1,1,65.5,84.44,16.67,58,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,It,16.58,Needs Improvement,0
434,Dory,Rickard,Male,11,25,19,51,56,89,42,1,1,1,0,59.5,86.11,10.56,44,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,English,It,20.5,Passing,0
435,Ulysses,Praill,Male,9,6,23,70,26,22,11,1,0,0,0,32.25,96.67,12.78,29,Excessive Tardiness,Fail,Concerning,High (9-12),0,1,3,Math,It,25.95,Failing,0
436,Audi,Ferrini,Female,2,29,10,79,50,50,94,1,1,1,1,68.25,83.89,5.56,39,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Science,21.95,Needs Improvement,0
437,Bevan,Daye,Male,3,10,36,97,50,68,50,1,1,1,1,66.25,94.44,20.0,46,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,22.19,Needs Improvement,0
438,Vivianne,Heffron,Female,9,11,0,23,88,87,58,0,1,1,1,64.0,93.89,0.0,11,Excessive Absence,Pass,Moderate,High (9-12),0,1,1,Science,Math,30.67,Needs Improvement,0
439,Juliet,D'Alwis,Female,8,18,49,46,26,75,62,0,0,1,1,52.25,90.0,27.22,67,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,2,English,Science,21.14,Passing,0
440,Sidney,Tutton,Male,8,2,26,67,97,46,70,1,1,0,1,70.0,98.89,14.44,28,Excessive Tardiness,Pass,Concerning,Middle (6-8),0,1,1,Science,English,20.93,Satisfactory,0
441,Vicky,Kershaw,Female,12,8,44,52,89,6,35,1,1,0,0,45.5,95.56,24.44,52,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,2,Science,English,34.67,Failing,0
442,Bryn,Mougin,Male,5,7,49,50,50,50,50,1,1,1,1,50.0,96.11,27.22,56,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
443,Alysia,Ewell,Female,9,20,32,36,64,51,17,0,1,1,0,42.0,88.89,17.78,52,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,Science,It,20.22,Failing,0
444,Winifield,Semble,Male,4,28,8,62,67,91,50,1,1,1,1,67.5,84.44,4.44,36,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,It,17.21,Needs Improvement,0
445,Olva,Brennen,Female,1,16,46,80,58,62,74,1,1,1,1,68.5,91.11,25.56,62,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,10.25,Needs Improvement,0
446,Pauly,Reye,Male,5,19,22,97,50,78,50,1,1,1,1,68.75,89.44,12.22,41,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,23.0,Needs Improvement,0
447,Hale,Gostyke,Male,3,2,2,50,74,50,50,1,1,1,1,56.0,98.89,1.11,4,Acceptable,Pass,Good,Elementary (1-5),0,0,0,Science,Math,12.0,Passing,0
448,Pete,Hanshaw,Male,8,15,2,22,14,61,19,0,0,1,0,29.0,91.67,1.11,17,Excessive Absence,Fail,Moderate,Middle (6-8),0,1,3,English,Science,21.59,Failing,0
449,Hazlett,Penrith,Male,5,0,32,73,93,50,50,1,1,1,1,66.5,100.0,17.78,32,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Science,English,20.73,Needs Improvement,0
450,Larina,Siward,Female,4,29,6,97,50,50,92,1,1,1,1,72.25,83.89,3.33,35,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,25.77,Satisfactory,0
451,Luther,Tolland,Male,2,30,8,50,83,52,50,1,1,1,1,58.75,83.33,4.44,38,Excessive Absence,Pass,Exessive,Elementary (1-5),1,1,0,Science,Math,16.19,Passing,0
452,Ariel,Covotto,Female,9,22,2,1,33,63,83,0,0,1,1,45.0,87.78,1.11,24,Excessive Absence,Fail,Concerning,High (9-12),0,1,2,It,Math,35.81,Failing,0
453,Lana,Weatherdon,Female,2,25,31,50,50,100,50,1,1,1,1,62.5,86.11,17.22,56,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,25.0,Needs Improvement,0
454,Myrtie,Cripin,Female,8,10,16,68,18,95,56,1,0,1,1,59.25,94.44,8.89,26,Tardiness and absence issues,Pass,Concerning,Middle (6-8),0,1,1,English,Science,31.97,Passing,0
455,Gibbie,Silver,Male,1,2,48,50,60,93,64,1,1,1,1,66.75,98.89,26.67,50,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,18.46,Needs Improvement,0
456,Dominga,Shelper,Female,3,15,33,71,83,61,50,1,1,1,1,66.25,91.67,18.33,48,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,It,14.08,Needs Improvement,0
457,Marcie,Grishelyov,Female,9,25,36,50,91,66,55,1,1,1,1,65.5,86.11,20.0,61,Excessive Absence,Pass,Exessive,High (9-12),0,1,0,Science,Math,18.27,Needs Improvement,0
458,Chicky,Fitzpayn,Female,7,28,31,18,86,14,42,0,1,0,0,40.0,84.44,17.22,59,Excessive Absence,Fail,Exessive,Middle (6-8),1,1,3,Science,English,33.07,Failing,0
459,Robinia,Ceeley,Female,12,16,20,25,83,10,54,0,1,0,1,43.0,91.11,11.11,36,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,Science,English,32.32,Failing,0
460,Ingaberg,Euplate,Female,10,28,37,16,7,31,34,0,0,0,0,22.0,84.44,20.56,65,Excessive Absence,Fail,Exessive,High (9-12),1,1,4,It,Science,12.73,Failing,0
461,Fritz,Mowling,Male,2,17,4,65,94,50,50,1,1,1,1,64.75,90.56,2.22,21,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,Science,English,20.74,Needs Improvement,0
462,Robin,Lyness,Male,7,11,14,95,74,15,47,1,1,0,0,57.75,93.89,7.78,25,Excessive Absence,Pass,Concerning,Middle (6-8),0,1,2,Math,English,34.62,Passing,0
463,Phylis,Antoniak,Female,1,15,5,69,50,50,75,1,1,1,1,61.0,91.67,2.78,20,Excessive Absence,Pass,Moderate,Elementary (1-5),0,1,0,It,Science,12.94,Needs Improvement,0
464,Emmett,Commuzzo,Male,6,8,26,98,66,57,88,1,1,1,1,77.25,95.56,14.44,34,Excessive Tardiness,Pass,Exessive,Middle (6-8),0,1,0,Math,English,19.0,Satisfactory,0
465,Sherline,Peaker,Female,1,8,11,70,95,59,70,1,1,1,1,73.5,95.56,6.11,19,Acceptable,Pass,Moderate,Elementary (1-5),0,0,0,Science,English,15.24,Satisfactory,0
466,Annelise,Codman,Female,12,20,9,86,34,22,14,1,0,0,0,39.0,88.89,5.0,29,Excessive Absence,Fail,Concerning,High (9-12),0,1,3,Math,It,32.39,Failing,0
467,Aeriela,Dine-Hart,Female,4,11,50,96,50,54,50,1,1,1,1,62.5,93.89,27.78,61,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,22.41,Needs Improvement,0
468,Redford,Mattingly,Male,11,20,50,70,53,27,22,1,1,0,0,43.0,88.89,27.78,70,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,Math,It,22.55,Failing,0
469,Fleming,Rotte,Male,5,4,17,91,50,50,50,1,1,1,1,60.25,97.78,9.44,21,Acceptable,Pass,Concerning,Elementary (1-5),0,0,0,Math,Science,20.5,Needs Improvement,0
470,Araldo,Giacobillo,Male,1,18,5,50,50,100,57,1,1,1,1,64.25,90.0,2.78,23,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,English,Math,24.06,Needs Improvement,0
471,Esdras,Klossek,Male,2,25,40,50,89,93,94,1,1,1,1,81.5,86.11,22.22,65,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,21.11,Good,0
472,Simonne,Pagett,Female,1,30,38,56,50,52,91,1,1,1,1,62.25,83.33,21.11,68,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Science,19.33,Needs Improvement,0
473,Davy,Ballinghall,Male,12,2,13,58,26,89,42,1,0,1,0,53.75,98.89,7.22,15,Acceptable,Pass,Moderate,High (9-12),0,0,2,English,Science,26.89,Passing,0
474,Shandeigh,Penman,Female,10,3,38,27,8,34,74,0,0,0,1,35.75,98.33,21.11,41,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,3,It,Science,27.77,Failing,0
475,Michaela,Bangs,Female,2,3,5,73,50,75,50,1,1,1,1,62.0,98.33,2.78,8,Acceptable,Pass,Good,Elementary (1-5),0,0,0,English,Science,13.88,Needs Improvement,0
476,Bord,Wheal,Male,2,22,49,84,75,50,50,1,1,1,1,64.75,87.78,27.22,71,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,English,17.42,Needs Improvement,0
477,Verene,Cosgriff,Female,8,24,32,4,18,32,91,0,0,0,1,36.25,86.67,17.78,56,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,3,It,Math,38.25,Failing,0
478,Samaria,Beggs,Female,10,12,28,6,22,8,72,0,0,0,1,27.0,93.33,15.56,40,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,It,Math,30.83,Failing,0
479,Cleo,Durtnel,Female,1,23,42,50,72,55,50,1,1,1,1,56.75,87.22,23.33,65,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,10.44,Passing,0
480,Pavia,Lasseter,Female,2,19,49,84,50,92,62,1,1,1,1,72.0,89.44,27.22,68,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Science,19.39,Satisfactory,0
481,Vasilis,Braithwait,Male,9,28,3,77,26,100,94,1,0,1,1,74.25,84.44,1.67,31,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,English,Science,33.61,Satisfactory,0
482,Lucienne,Burkinshaw,Female,8,11,5,13,11,50,30,0,0,1,0,26.0,93.89,2.78,16,Excessive Absence,Fail,Moderate,Middle (6-8),0,1,3,English,Science,18.13,Failing,0
483,Ebony,Skerrett,Female,1,29,2,100,93,97,97,1,1,1,1,96.75,83.89,1.11,31,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,2.87,Excellent,1
484,Emera,Albany,Female,10,6,17,81,2,68,95,1,0,1,1,61.5,96.67,9.44,23,Acceptable,Pass,Concerning,High (9-12),0,0,1,It,Science,41.17,Needs Improvement,0
485,Indira,Solland,Female,7,12,50,88,69,15,92,1,1,0,1,66.0,93.33,27.78,62,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,1,It,English,35.45,Needs Improvement,0
486,Basilius,Toyer,Male,4,14,50,72,50,82,50,1,1,1,1,63.5,92.22,27.78,64,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Science,16.11,Needs Improvement,0
487,Nicolais,Mudge,Male,9,28,19,34,77,25,51,0,1,0,1,46.75,84.44,10.56,47,Excessive Absence,Fail,Exessive,High (9-12),1,1,2,Science,English,22.87,Failing,0
488,Katlin,Haryngton,Female,12,28,29,74,82,35,93,1,1,0,1,71.0,84.44,16.11,57,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,It,English,25.23,Satisfactory,0
489,Elsinore,Lissaman,Female,10,28,15,72,19,59,3,1,0,1,0,38.25,84.44,8.33,43,Excessive Absence,Fail,Exessive,High (9-12),1,1,2,Math,It,32.57,Failing,0
490,Thorstein,Bricksey,Male,11,30,18,8,7,20,92,0,0,0,1,31.75,83.33,10.0,48,Excessive Absence,Fail,Exessive,High (9-12),1,1,3,It,Science,40.6,Failing,0
491,Lia,Egre,Female,2,24,28,100,50,59,99,1,1,1,1,77.0,86.67,15.56,52,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,26.24,Satisfactory,0
492,Jackqueline,Charlo,Female,4,20,27,51,50,50,58,1,1,1,1,52.25,88.89,15.0,47,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Science,3.86,Passing,0
493,Aliza,Zannutti,Female,12,22,47,33,64,93,12,0,1,1,0,50.5,87.78,26.11,69,Excessive Absence,Pass,Exessive,High (9-12),0,1,2,English,It,35.48,Passing,0
494,Horatius,Petkov,Male,2,23,35,55,75,85,84,1,1,1,1,74.75,87.22,19.44,58,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,13.91,Satisfactory,0
495,Lezley,Garron,Male,10,8,43,45,25,9,12,0,0,0,0,22.75,95.56,23.89,51,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,4,Math,English,16.38,Failing,0
496,Venus,Reisen,Female,10,10,11,49,63,71,77,0,1,1,1,65.0,94.44,6.11,21,Acceptable,Pass,Concerning,High (9-12),0,0,1,It,Math,12.11,Needs Improvement,0
497,Marcelo,O'Callaghan,Male,8,7,3,83,53,98,26,1,1,1,0,65.0,96.11,1.67,10,Acceptable,Pass,Good,Middle (6-8),0,0,1,English,It,32.03,Needs Improvement,0
498,Vivyanne,Flello,Female,1,23,46,69,76,100,50,1,1,1,1,73.75,87.22,25.56,69,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,It,20.66,Satisfactory,0
499,Hussein,Dockreay,Male,12,6,0,46,46,59,83,0,0,1,1,58.5,96.67,0.0,6,Acceptable,Pass,Good,High (9-12),0,0,2,It,Math,17.45,Passing,0
500,Sloan,Barkway,Male,12,9,28,14,33,96,43,0,0,1,0,46.5,95.0,15.56,37,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,3,English,Math,35.12,Failing,0
501,Darbee,By,Male,11,19,39,90,97,21,66,1,1,0,1,68.5,89.44,21.67,58,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Science,English,34.34,Needs Improvement,0
502,Ashien,Cowely,Female,3,30,5,50,50,50,90,1,1,1,1,60.0,83.33,2.78,35,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,20.0,Needs Improvement,0
503,Kat,Dumphreys,Female,11,18,39,47,97,75,71,0,1,1,1,72.5,90.0,21.67,57,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Science,Math,20.49,Satisfactory,0
504,Kelcy,Beeck,Female,3,15,37,50,65,100,50,1,1,1,1,66.25,91.67,20.56,52,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,23.58,Needs Improvement,0
505,Benita,Samson,Female,2,15,39,50,50,50,50,1,1,1,1,50.0,91.67,21.67,54,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
506,Rolando,Mapledoram,Male,8,22,41,23,6,89,83,0,0,1,1,50.25,87.78,22.78,63,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,2,English,Science,41.93,Passing,0
507,Ted,Routham,Male,8,8,19,88,48,92,58,1,0,1,1,71.5,95.56,10.56,27,Tardiness and absence issues,Pass,Concerning,Middle (6-8),0,1,1,English,Science,21.81,Satisfactory,0
508,Vallie,Enders,Female,12,6,19,91,30,1,24,1,0,0,0,36.5,96.67,10.56,25,Acceptable,Fail,Concerning,High (9-12),0,0,3,Math,English,38.42,Failing,0
509,Montague,Bates,Male,12,30,38,77,34,67,71,1,0,1,1,62.25,83.33,21.11,68,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Math,Science,19.28,Needs Improvement,0
510,Farly,Bonnaire,Male,10,12,44,4,49,23,94,0,0,0,1,42.5,93.33,24.44,56,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,It,Math,38.97,Failing,0
511,Samuel,Fiddyment,Male,12,2,21,84,46,65,93,1,0,1,1,72.0,98.89,11.67,23,Excessive Tardiness,Pass,Concerning,High (9-12),0,1,1,It,Science,20.9,Satisfactory,0
512,Georgine,Jakab,Female,5,3,13,50,75,66,50,1,1,1,1,60.25,98.33,7.22,16,Acceptable,Pass,Moderate,Elementary (1-5),0,0,0,Science,Math,12.39,Needs Improvement,0
513,Shae,Stebbing,Female,10,16,31,17,20,1,64,0,0,0,1,25.5,91.11,17.22,47,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,It,English,26.99,Failing,0
514,Dolph,Loffel,Male,4,12,20,78,50,63,64,1,1,1,1,63.75,93.33,11.11,32,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,11.44,Needs Improvement,0
515,Gabi,Phonix,Female,3,7,32,73,50,86,50,1,1,1,1,64.75,96.11,17.78,39,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,English,Science,17.84,Needs Improvement,0
516,Olag,Whiffen,Male,2,19,19,50,58,50,50,1,1,1,1,52.0,89.44,10.56,38,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,4.0,Passing,0
517,Merrily,Gascoine,Female,5,25,28,50,50,96,50,1,1,1,1,61.5,86.11,15.56,53,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,23.0,Needs Improvement,0
518,Matty,Cettell,Male,12,14,27,64,53,46,30,1,1,0,0,48.25,92.22,15.0,41,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,Math,It,14.24,Failing,0
519,Genevieve,Inchan,Female,12,20,31,92,95,84,26,1,1,1,0,74.25,88.89,17.22,51,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Science,It,32.5,Satisfactory,0
520,Gale,Shiel,Female,11,10,15,16,52,60,5,0,1,1,0,33.25,94.44,8.33,25,Acceptable,Fail,Concerning,High (9-12),0,0,2,English,It,26.85,Failing,0
521,Chas,Jimmes,Male,11,19,25,81,72,10,28,1,1,0,0,47.75,89.44,13.89,44,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,Math,English,34.2,Failing,0
522,Gerianna,Taplin,Female,11,5,32,19,44,30,37,0,0,0,0,32.5,97.22,17.78,37,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,4,Science,Math,10.66,Failing,0
523,Libbey,Robertshaw,Female,1,18,15,50,50,50,50,1,1,1,1,50.0,90.0,8.33,33,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
524,Robinetta,Chiechio,Female,1,24,0,50,87,60,50,1,1,1,1,61.75,86.67,0.0,24,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,Science,Math,17.48,Needs Improvement,0
525,Lek,Cassin,Male,1,0,30,50,50,92,50,1,1,1,1,60.5,100.0,16.67,30,Excessive Tardiness,Pass,Concerning,Elementary (1-5),0,1,0,English,Math,21.0,Needs Improvement,0
526,Tirrell,Longwood,Male,3,28,14,81,50,50,63,1,1,1,1,61.0,84.44,7.78,42,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,14.67,Needs Improvement,0
527,Cos,Blaydon,Male,1,18,19,59,50,69,82,1,1,1,1,65.0,90.0,10.56,37,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Science,13.74,Needs Improvement,0
528,Hurleigh,Durdan,Male,1,26,44,57,50,73,50,1,1,1,1,57.5,85.56,24.44,70,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Science,10.85,Passing,0
529,Donni,Kernar,Female,10,21,1,75,96,9,17,1,1,0,0,49.25,88.33,0.56,22,Excessive Absence,Fail,Concerning,High (9-12),0,1,2,Science,English,42.85,Failing,0
530,Yoko,McNellis,Female,11,21,10,45,83,93,14,0,1,1,0,58.75,88.33,5.56,31,Excessive Absence,Pass,Exessive,High (9-12),0,1,2,English,It,36.3,Passing,0
531,Nobe,Giacopini,Male,6,12,21,50,50,50,50,1,1,1,1,50.0,93.33,11.67,33,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Math,Math,0.0,Passing,0
532,Tremayne,Tetla,Male,11,11,19,72,46,68,40,1,0,1,0,56.5,93.89,10.56,30,Excessive Absence,Pass,Concerning,High (9-12),0,1,2,Math,It,15.86,Passing,0
533,Lauren,Bruhn,Male,10,1,40,4,44,20,24,0,0,0,0,23.0,99.44,22.22,41,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,4,Science,Math,16.45,Failing,0
534,Devondra,Leijs,Female,7,6,32,5,56,35,49,0,1,0,0,36.25,96.67,17.78,38,Excessive Tardiness,Fail,Exessive,Middle (6-8),0,1,3,Science,Math,22.59,Failing,0
535,Martie,Baudry,Female,2,0,6,50,50,53,50,1,1,1,1,50.75,100.0,3.33,6,Acceptable,Pass,Good,Elementary (1-5),0,0,0,English,Math,1.5,Passing,0
536,Katharina,Delepine,Female,7,5,12,80,75,21,93,1,1,0,1,67.25,97.22,6.67,17,Acceptable,Pass,Moderate,Middle (6-8),0,0,1,It,English,31.75,Needs Improvement,0
537,Martha,Tripp,Female,6,18,31,52,50,62,50,1,1,1,1,53.5,90.0,17.22,49,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,English,Science,5.74,Passing,0
538,Angel,Rackham,Male,12,22,45,8,46,21,62,0,0,0,1,34.25,87.78,25.0,67,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,It,Math,24.31,Failing,0
539,Kelly,Barrasse,Female,11,1,6,11,61,9,5,0,1,0,0,21.5,99.44,3.33,7,Acceptable,Fail,Good,High (9-12),0,0,3,Science,It,26.45,Failing,0
540,Shane,Powrie,Male,2,7,15,94,74,50,67,1,1,1,1,71.25,96.11,8.33,22,Acceptable,Pass,Concerning,Elementary (1-5),0,0,0,Math,English,18.21,Satisfactory,0
541,Cyrille,Dran,Male,10,18,39,27,69,94,24,0,1,1,0,53.5,90.0,21.67,57,Excessive Absence,Pass,Exessive,High (9-12),0,1,2,English,It,33.93,Passing,0
542,Raffarty,Malletratt,Male,3,28,49,91,87,50,50,1,1,1,1,69.5,84.44,27.22,77,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,English,22.58,Needs Improvement,0
543,Ernesto,Connaughton,Male,1,10,30,80,50,96,95,1,1,1,1,80.25,94.44,16.67,40,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,English,Science,21.45,Good,0
544,Dasi,Downs,Female,5,21,3,50,50,50,82,1,1,1,1,58.0,88.33,1.67,24,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,It,Math,16.0,Passing,0
545,Jere,Sedman,Female,11,30,36,96,10,84,6,1,0,1,0,49.0,83.33,20.0,66,Excessive Absence,Fail,Exessive,High (9-12),1,1,2,Math,It,47.62,Failing,0
546,Rayner,Burgett,Male,3,24,48,50,76,53,68,1,1,1,1,61.75,86.67,26.67,72,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,12.34,Needs Improvement,0
547,Yale,Cranidge,Male,10,28,34,84,33,50,17,1,0,1,0,46.0,84.44,18.89,62,Excessive Absence,Fail,Exessive,High (9-12),1,1,2,Math,It,28.69,Failing,0
548,Reinald,Warham,Male,10,23,31,88,52,100,62,1,1,1,1,75.5,87.22,17.22,54,Excessive Absence,Pass,Exessive,High (9-12),0,1,0,English,Science,22.29,Satisfactory,0
549,Imelda,Oakton,Female,4,9,33,50,50,86,94,1,1,1,1,70.0,95.0,18.33,42,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,23.32,Satisfactory,0
550,Stanislaus,Mainston,Male,4,21,35,50,50,91,90,1,1,1,1,70.25,88.33,19.44,56,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,23.39,Satisfactory,0
551,George,Ludlamme,Male,7,26,20,6,2,94,94,0,0,1,1,49.0,85.56,11.11,46,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,2,English,Science,51.99,Failing,0
552,Adelice,Carnegy,Female,11,20,41,27,95,46,41,0,1,0,0,52.25,88.89,22.78,61,Excessive Absence,Pass,Exessive,High (9-12),0,1,3,Science,Math,29.61,Passing,0
553,Chiarra,Stratiff,Female,11,29,23,51,71,87,36,1,1,1,0,61.25,83.89,12.78,52,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,English,It,22.37,Needs Improvement,0
554,Filippa,Hoodlass,Female,12,21,4,16,76,79,45,0,1,1,0,54.0,88.33,2.22,25,Excessive Absence,Pass,Concerning,High (9-12),0,1,2,English,Math,29.63,Passing,0
555,Neile,Skein,Female,4,2,29,50,50,98,50,1,1,1,1,62.0,98.89,16.11,31,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,24.0,Needs Improvement,0
556,Grantham,Hawkin,Male,2,12,33,65,50,50,50,1,1,1,1,53.75,93.33,18.33,45,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,7.5,Passing,0
557,Sibby,Laise,Female,6,22,47,75,51,50,62,1,1,1,1,59.5,87.78,26.11,69,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Math,English,11.68,Passing,0
